codigo_ibge,anomes_s,qtd_fam_pob,qtd_fam_baixa_renda,qtd_fam_acima_meio_sm
410770,202507,330,261,554
410773,202507,643,290,581
410775,202507,1152,311,567
410780,202507,176,153,263
410785,202507,323,200,543
410790,202507,612,605,656
410800,202507,1566,532,1660
410810,202507,132,131,273
410820,202507,192,267,813
410830,202507,21108,11448,25909
410832,202507,461,292,544
410840,202507,1679,2727,6778
410845,202507,631,261,507
410850,202507,980,736,944
410855,202507,213,205,386
410860,202507,2338,1046,2320
410865,202507,678,492,513
410870,202507,489,308,499
410880,202507,722,2058,3289
410890,202507,472,377,514
410895,202507,423,388,388
410900,202507,255,298,559
410910,202507,119,85,268
410920,202507,335,221,533
410930,202507,283,757,1089
410940,202507,11100,7353,14227
410950,202507,1403,375,528
410960,202507,3930,2785,4674
410965,202507,308,287,696
410970,202507,1007,1628,2646
410975,202507,341,522,953
410980,202507,3115,2057,4934
410990,202507,707,348,895
411000,202507,184,216,382
411005,202507,161,114,366
411007,202507,850,755,1293
411010,202507,1405,1696,3039
411020,202507,1092,694,983
411030,202507,223,165,430
411040,202507,207,219,606
411050,202507,558,952,998
411060,202507,561,775,1605
411065,202507,77,135,283
411070,202507,3402,2181,3990
411080,202507,727,591,1195
411090,202507,172,227,517
411095,202507,306,707,1644
411100,202507,370,360,662
411110,202507,48,202,582
411120,202507,449,567,1110
411125,202507,3183,1549,2266
411130,202507,210,211,486
411140,202507,904,762,994
411150,202507,709,1701,2804
411155,202507,407,249,613
411160,202507,77,137,313
411170,202507,458,225,433
411180,202507,2779,1382,2203
411190,202507,746,632,1197
411200,202507,1956,1623,2212
411210,202507,1076,743,2035
411220,202507,369,238,615
411230,202507,199,313,403
411240,202507,423,397,787
411250,202507,672,688,1227
411260,202507,77,85,232
411270,202507,974,547,1105
411275,202507,600,354,990
411280,202507,531,451,856
411290,202507,276,203,498
411295,202507,405,412,676
411300,202507,279,241,583
411310,202507,404,191,542
411320,202507,2393,1623,3167
411325,202507,946,420,620
411330,202507,1048,1250,1461
411340,202507,237,198,519
411342,202507,289,231,774
411345,202507,569,244,650
411350,202507,501,1134,1974
411360,202507,238,201,371
411370,202507,26429,14461,32386
411373,202507,748,368,606
411375,202507,256,303,664
411380,202507,431,197,743
411390,202507,619,390,647
411400,202507,875,637,1219
411410,202507,970,1102,1949
411420,202507,505,1160,3173
411430,202507,1816,1384,2155
411435,202507,74,121,332
411440,202507,909,1053,1599
411450,202507,1049,656,1158
411460,202507,1026,1339,3181
411470,202507,571,215,529
411480,202507,1386,1901,3861
411490,202507,673,485,822
411500,202507,431,357,734
411510,202507,729,778,1173
411520,202507,12132,8378,29265
411530,202507,223,306,577
411535,202507,51,223,361
411540,202507,1040,584,1447
411545,202507,506,248,288
411550,202507,327,206,361
411560,202507,164,613,1275
411570,202507,2859,2252,4168
411573,202507,414,201,332
411575,202507,838,626,1007
411580,202507,750,1540,2893
411585,202507,39,160,428
411590,202507,141,128,274
411600,202507,78,76,237
411605,202507,571,354,862
411610,202507,1395,467,1488
411620,202507,1442,906,1250
411630,202507,303,218,576
411640,202507,66,144,324
411650,202507,46,58,107
411660,202507,299,212,442
411670,202507,536,338,947
411680,202507,527,380,733
411690,202507,1469,1118,2218
411695,202507,204,191,415
411700,202507,433,510,1027
411705,202507,1747,590,985
411710,202507,801,562,1252
411720,202507,225,273,529
411721,202507,327,336,483
411722,202507,204,317,905
411725,202507,366,443,863
411727,202507,334,611,895
411729,202507,158,184,430
411730,202507,2084,1960,2886
411740,202507,66,140,289
411745,202507,215,282,495
411750,202507,2365,1880,4176
411760,202507,2680,2758,4549
411770,202507,990,1226,1496
411780,202507,1043,1030,1174
411790,202507,861,997,2075
411800,202507,350,461,724
411810,202507,511,372,863
411820,202507,11490,4884,7715
411830,202507,104,155,288
411840,202507,4248,3470,7649
411845,202507,96,231,482
411850,202507,1824,2965,5477
411860,202507,334,223,400
411870,202507,315,197,301
411880,202507,877,614,1251
411885,202507,231,318,716
411890,202507,383,679,986
411900,202507,165,300,722
411910,202507,437,402,678
411915,202507,6795,4663,10008
411920,202507,630,331,585
411925,202507,205,158,300
411930,202507,2635,2095,2153
411940,202507,1340,1241,1631
411950,202507,9030,4756,7260
411960,202507,2446,1819,2898
411965,202507,188,146,326
411970,202507,379,281,538
411980,202507,643,457,1010
411990,202507,16031,12248,23732
411995,202507,2123,1958,2868
412000,202507,812,365,1081
412010,202507,173,188,505
412015,202507,223,168,216
412020,202507,132,156,308
412030,202507,297,188,320
412033,202507,222,245,521
412035,202507,204,190,417
412040,202507,208,186,500
412050,202507,356,533,877
412060,202507,2551,2687,3235
412065,202507,211,166,394
412070,202507,549,375,717
412080,202507,1327,721,1479
412085,202507,30,77,282
412090,202507,2677,1726,3471
412100,202507,510,784,1244
412110,202507,248,277,658
412120,202507,891,987,1228
412125,202507,163,262,613
412130,202507,244,219,515
412135,202507,151,108,310
412140,202507,481,810,1445
412150,202507,1700,663,1305
412160,202507,61,302,862
412170,202507,2512,1467,1961
412175,202507,458,519,717
412180,202507,514,557,915
412190,202507,950,873,1623
412200,202507,396,783,1068
412210,202507,205,137,403
412215,202507,1460,924,1951
412217,202507,677,191,428
412220,202507,2037,2254,3125
412230,202507,861,975,1603
412240,202507,2378,2441,5376
412250,202507,390,706,943
412260,202507,407,366,855
412265,202507,567,251,597
412270,202507,400,315,643
412280,202507,111,162,235
412290,202507,473,319,363
412300,202507,698,527,952
412310,202507,133,197,348
412320,202507,194,234,432
412330,202507,519,466,987
412340,202507,183,592,1018
412350,202507,771,889,2020
412360,202507,130,56,168
412370,202507,284,446,1097
412380,202507,218,615,757
412382,202507,188,144,297
412385,202507,1051,747,953
412390,202507,769,756,1405
412395,202507,231,206,401
412400,202507,360,311,547
412402,202507,703,757,1448
412405,202507,1062,1032,2156
412410,202507,2398,2217,3838
412420,202507,116,139,341
412430,202507,120,109,252
412440,202507,904,1005,1507
412450,202507,74,193,336
412460,202507,384,346,628
412470,202507,880,630,685
412480,202507,315,484,1012
412490,202507,531,305,639
412500,202507,659,667,1166
412510,202507,449,827,1006
412520,202507,151,486,980
412530,202507,115,269,474
412535,202507,167,248,653
412540,202507,278,361,544
412545,202507,211,227,481
412550,202507,14641,11176,22212
412555,202507,64,75,262
412560,202507,881,2625,3250
412570,202507,1448,1383,3140
412575,202507,534,276,490
412580,202507,607,371,901
412590,202507,96,94,267
412600,202507,881,432,723
412610,202507,225,228,449
412620,202507,648,363,659
412625,202507,2925,4015,8350
412627,202507,300,320,581
412630,202507,687,940,1377
412635,202507,136,175,385
412640,202507,197,286,688
412650,202507,647,592,931
412660,202507,899,978,1797
412665,202507,144,119,231
412667,202507,682,476,909
412670,202507,209,269,553
412680,202507,589,652,1435
412690,202507,286,334,646
412700,202507,778,456,662
412710,202507,1646,1911,2475
412720,202507,330,637,693
412730,202507,1085,717,1417
412740,202507,530,778,1424
412750,202507,1773,1039,1935
412760,202507,1609,874,1417
412770,202507,2981,4197,10107
412780,202507,380,357,666
412785,202507,857,567,1156
412788,202507,701,400,561
412790,202507,416,425,729
412795,202507,249,305,730
412796,202507,885,799,1113
412800,202507,1911,967,2444
412810,202507,4535,3824,8973
412820,202507,1740,2107,3362
412830,202507,133,107,237
412840,202507,812,390,940
412850,202507,1514,752,1446
412853,202507,797,412,660
412855,202507,222,421,1097
412860,202507,215,232,470
412862,202507,230,176,328
412863,202507,763,379,410
412865,202507,161,254,349
412870,202507,417,329,555
412880,202507,383,303,785
420005,202507,148,121,297
420010,202507,1387,683,1987
420020,202507,143,189,262
420030,202507,48,64,103
420040,202507,47,234,450
420050,202507,187,186,363
420055,202507,21,60,199
420060,202507,163,127,172
420070,202507,402,327,400
420075,202507,15,25,59
420080,202507,90,141,247
420090,202507,130,129,239
420100,202507,664,357,650
420110,202507,108,126,151
420120,202507,153,199,338
420125,202507,97,145,253
420127,202507,71,67,197
420130,202507,1907,2083,3336
420140,202507,1997,2146,3080
420150,202507,342,153,259
420160,202507,20,42,174
420165,202507,33,61,121
420170,202507,172,111,229
420180,202507,29,50,102
420190,202507,66,76,173
420195,202507,1213,614,1272
420200,202507,2865,2671,7009
420205,202507,824,531,1182
420207,202507,894,712,1498
420208,202507,82,114,216
420209,202507,53,52,130
420210,202507,1682,1639,3025
420213,202507,302,306,311
420215,202507,50,88,186
420220,202507,114,127,241
420230,202507,3208,2034,3793
420240,202507,5838,4931,10698
420243,202507,264,167,274
420245,202507,987,604,1158
420250,202507,442,175,326
420253,202507,207,101,249
420257,202507,69,36,83
420260,202507,424,295,581
420270,202507,99,130,595
420280,202507,931,645,871
420285,202507,2,28,36
420287,202507,174,109,239
420290,202507,2158,1768,3017
420300,202507,2384,2459,6473
420310,202507,113,184,356
420315,202507,274,255,604
420320,202507,2208,3357,4312
420325,202507,82,128,175
420330,202507,304,388,827
420340,202507,555,396,771
420350,202507,799,343,682
420360,202507,256,1040,2229
420370,202507,1306,295,649
420380,202507,2046,1342,2695
420390,202507,242,394,638
420395,202507,293,585,1018
420400,202507,370,383,719
420410,202507,173,136,321
420415,202507,163,85,191
420417,202507,238,212,343
420419,202507,25,47,54
420420,202507,3255,5771,10929
420425,202507,167,210,395
420430,202507,831,1201,2173
420435,202507,143,89,240
420440,202507,338,239,487
420445,202507,54,60,141
420450,202507,359,257,495
420455,202507,936,599,1045
420460,202507,4455,3424,5301
420470,202507,158,181,593
420475,202507,9,16,59
420480,202507,1944,1704,3395
420490,202507,130,138,271
420500,202507,502,349,754
420510,202507,49,49,60
420515,202507,44,57,113
420517,202507,515,159,306
420519,202507,129,66,168
420520,202507,12,115,239
420530,202507,168,253,474
420535,202507,34,42,198
420540,202507,15616,13690,25544
420543,202507,64,80,156
420545,202507,956,591,1105
420550,202507,1149,1311,3116
420555,202507,125,121,201
420560,202507,224,109,227
420570,202507,1568,960,1728
420580,202507,287,604,1132
420590,202507,1276,1399,2548
420600,202507,878,406,784
420610,202507,264,170,424
420620,202507,279,244,468
420630,202507,546,420,721
420640,202507,74,164,445
420650,202507,1155,1180,2060
420660,202507,61,135,316
420665,202507,208,256,468
420670,202507,272,410,869
420675,202507,127,52,159
420680,202507,82,84,223
420690,202507,197,316,591
420700,202507,1774,1108,1785
420710,202507,641,466,558
420720,202507,714,342,650
420730,202507,1925,1290,2004
420740,202507,125,119,252
420750,202507,734,887,1493
420757,202507,22,56,146
420760,202507,53,85,272
420765,202507,135,139,577
420768,202507,750,454,617
420770,202507,32,79,179
420775,202507,106,86,276
420780,202507,225,353,767
420785,202507,79,68,145
420790,202507,548,335,466
420800,202507,295,153,464
420810,202507,512,572,500
420820,202507,7883,5261,9485
420830,202507,2301,1751,3643
420840,202507,118,274,659
420845,202507,1427,1113,2035
420850,202507,489,445,749
420860,202507,128,109,225
420870,202507,327,221,456
420880,202507,522,450,668
420890,202507,2623,2717,5350
420895,202507,74,41,122
420900,202507,436,495,1263
420910,202507,12942,11720,20347
420915,202507,264,171,172
420917,202507,84,93,411
420920,202507,5,25,88
420930,202507,8267,5335,11060
420940,202507,1343,1183,2368
420945,202507,48,57,177
420950,202507,128,135,312
420960,202507,353,365,659
420970,202507,640,807,1460
420980,202507,52,143,105
420985,202507,69,106,271
420990,202507,70,195,249
421000,202507,155,253,342
421003,202507,26,81,353
421005,202507,27,58,62
421010,202507,1768,1251,2418
421020,202507,198,114,223
421030,202507,480,378,566
421040,202507,260,205,543
421050,202507,285,410,974
421055,202507,56,38,97
421060,202507,293,284,457
421070,202507,260,169,434
421080,202507,189,167,227
421085,202507,21,67,188
421090,202507,77,68,168
421100,202507,51,226,642
421105,202507,374,560,873
421110,202507,801,332,547
421120,202507,327,453,764
421125,202507,121,120,240
421130,202507,3584,3012,3941
421140,202507,174,103,238
421145,202507,101,129,178
421150,202507,314,254,614
421160,202507,232,221,372
421165,202507,51,68,186
421170,202507,565,374,582
421175,202507,344,331,785
421180,202507,92,93,264
421185,202507,121,85,151
421187,202507,36,55,138
421189,202507,114,143,306
421190,202507,7765,5920,10251
421200,202507,362,254,470
421205,202507,109,75,166
421210,202507,276,296,679
421220,202507,361,672,677
421223,202507,139,119,272
421225,202507,722,381,518
421227,202507,268,165,536
421230,202507,324,273,408
421240,202507,50,85,226
421250,202507,1171,772,1553
421260,202507,13,36,231
421265,202507,561,304,566
421270,202507,108,107,265
421280,202507,1169,1025,1741
421290,202507,110,351,784
421300,202507,26,106,351
421310,202507,107,78,167
421315,202507,63,125,326
421320,202507,52,161,459
421330,202507,115,229,440
421335,202507,161,157,221
421340,202507,498,455,990
421350,202507,600,651,1348
421360,202507,521,772,1306
421370,202507,146,338,479
421380,202507,499,245,408
421390,202507,35,30,71
421400,202507,194,221,483
421410,202507,52,63,120
421415,202507,59,61,110
421420,202507,224,176,388
421430,202507,19,71,154
421440,202507,247,212,495
421450,202507,42,174,172
421460,202507,14,108,191
421470,202507,99,160,301
421480,202507,1391,1195,2083
421490,202507,14,51,77
421500,202507,1216,887,1730
421505,202507,155,105,135
421507,202507,104,127,245
421510,202507,227,165,358
421520,202507,116,114,340
421530,202507,97,112,267
421535,202507,166,92,257
421540,202507,73,101,322
421545,202507,372,275,403
421550,202507,915,716,1341
421555,202507,13,41,193
421560,202507,42,53,104
421565,202507,571,262,502
421567,202507,124,191,244
421568,202507,68,82,279
421569,202507,24,20,83
421570,202507,672,658,1119
421575,202507,53,117,236
421580,202507,1543,1681,4376
421590,202507,118,81,109
421600,202507,215,169,409
421605,202507,205,228,365
421610,202507,266,319,557
421620,202507,1625,1400,2117
421625,202507,30,47,86
421630,202507,636,1100,1966
421635,202507,193,132,329
421640,202507,510,197,409
421650,202507,993,1078,1733
421660,202507,6777,4699,7749
421670,202507,274,265,591
421680,202507,868,490,735
421690,202507,314,538,944
421700,202507,101,217,381
421710,202507,47,48,119
421715,202507,66,52,175
421720,202507,681,729,1615
421725,202507,95,85,232
421730,202507,125,157,395
421740,202507,186,308,568
421750,202507,193,274,703
421755,202507,48,45,115
421760,202507,326,322,816
421770,202507,982,979,1470
421775,202507,79,52,123
421780,202507,379,340,619
421790,202507,178,236,754
421795,202507,62,66,204
421800,202507,1439,1260,2375
421810,202507,150,168,347
421820,202507,285,461,953
421825,202507,917,377,626
421830,202507,634,817,1288
421835,202507,129,49,107
421840,202507,107,187,268
421850,202507,99,159,303
421860,202507,40,53,141
421870,202507,2730,1869,3748
421875,202507,24,82,332
421880,202507,168,292,444
421885,202507,27,77,157
421890,202507,736,305,622
421895,202507,232,126,180
421900,202507,293,309,716
421910,202507,54,120,314
421915,202507,90,102,252
421917,202507,144,144,481
421920,202507,106,140,236
421930,202507,763,1131,2829
421935,202507,125,152,177
421940,202507,38,92,283
421950,202507,714,1008,2026
421960,202507,36,40,76
421970,202507,876,622,2139
421985,202507,104,91,183
422000,202507,1043,526,1039
430003,202507,323,189,486
430005,202507,262,89,252
430010,202507,901,489,875
430020,202507,247,157,334
430030,202507,438,221,1019
430040,202507,3394,2793,6306
430045,202507,254,141,382
430047,202507,52,32,252
430050,202507,198,251,453
430055,202507,58,54,199
430057,202507,15,23,95
430060,202507,12947,7468,13006
430063,202507,510,173,218
430064,202507,553,339,644
430066,202507,20,37,157
430070,202507,90,86,560
430080,202507,210,217,624
430085,202507,363,279,695
430087,202507,367,318,601
430090,202507,89,112,389
430100,202507,426,458,2296
430105,202507,934,475,1112
430107,202507,32,61,142
430110,202507,1511,443,1327
430120,202507,453,365,748
430130,202507,1703,1027,1967
430140,202507,411,355,641
430150,202507,125,195,465
430155,202507,106,55,199
430160,202507,12936,4800,11273
430163,202507,2182,663,2165
430165,202507,14,69,374
430170,202507,101,221,800
430175,202507,488,212,290
430180,202507,255,199,398
430185,202507,130,157,558
430187,202507,545,183,497
430190,202507,767,455,612
430192,202507,10,33,148
430195,202507,18,50,507
430200,202507,228,561,632
430205,202507,564,94,261
430210,202507,1613,2366,6561
430215,202507,120,94,275
430220,202507,115,144,595
430222,202507,76,73,215
430223,202507,168,85,155
430225,202507,21,12,25
430230,202507,1373,580,1171
430235,202507,113,184,466
430237,202507,204,140,378
430240,202507,374,337,1334
430245,202507,459,166,345
430250,202507,362,298,657
430258,202507,48,43,105
430260,202507,311,166,471
430265,202507,76,107,133
430270,202507,1947,676,1637
430280,202507,2550,1204,2926
430290,202507,1487,384,953
430300,202507,5759,2857,5928
430310,202507,7430,4463,11569
430320,202507,264,238,430
430330,202507,196,140,546
430340,202507,394,106,443
430350,202507,3989,2369,4429
430355,202507,57,84,411
430360,202507,270,259,642
430367,202507,175,55,232
430370,202507,74,90,449
430380,202507,176,146,668
430390,202507,693,1729,3579
430400,202507,383,214,602
430410,202507,353,122,353
430420,202507,1820,817,1789
430430,202507,50,116,355
430435,202507,873,547,1272
430440,202507,2574,1519,2989
430450,202507,4410,2134,3870
430460,202507,24266,13270,44586
430461,202507,45,40,209
430462,202507,84,89,243
430463,202507,3420,2771,4999
430465,202507,267,112,347
430466,202507,3160,1191,2770
430467,202507,224,126,308
430468,202507,966,365,931
430469,202507,32,67,670
430470,202507,1511,2188,4108
430471,202507,497,217,402
430480,202507,162,231,515
430485,202507,38,52,168
430490,202507,159,145,571
430495,202507,196,99,247
430500,202507,388,324,731
430510,202507,10416,9119,14212
430511,202507,45,76,294
430512,202507,460,323,485
430513,202507,300,131,676
430515,202507,176,96,323
430517,202507,708,417,706
430520,202507,265,371,896
430530,202507,164,265,1209
430535,202507,1659,1057,2675
430537,202507,372,154,226
430540,202507,158,163,483
430543,202507,373,393,798
430544,202507,208,220,433
430545,202507,1474,730,1524
430550,202507,121,145,342
430558,202507,39,28,174
430560,202507,46,71,289
430570,202507,299,166,474
430580,202507,391,261,457
430583,202507,19,16,228
430585,202507,60,39,186
430587,202507,78,53,209
430590,202507,512,343,771
430593,202507,5,17,43
430595,202507,22,51,477
430597,202507,86,95,413
430600,202507,224,499,1773
430605,202507,633,388,854
430607,202507,270,136,545
430610,202507,2983,1721,3647
430613,202507,25,35,235
430620,202507,455,321,1618
430630,202507,58,86,408
430632,202507,78,65,380
430635,202507,281,102,350
430637,202507,256,137,281
430640,202507,211,336,824
430642,202507,130,106,386
430645,202507,27,47,127
430650,202507,921,512,769
430655,202507,137,75,274
430660,202507,2710,1345,2852
430670,202507,240,119,373
430673,202507,141,101,390
430675,202507,23,34,309
430676,202507,4992,2025,6073
430680,202507,532,379,1384
430690,202507,1995,1017,1889
430692,202507,160,33,95
430693,202507,205,316,757
430695,202507,178,90,353
430697,202507,300,120,315
430700,202507,2318,2965,6942
430705,202507,81,67,241
430710,202507,1211,244,1206
430720,202507,333,189,624
430730,202507,327,253,707
430740,202507,176,193,551
430745,202507,324,110,246
430750,202507,943,375,1075
430755,202507,192,109,289
430760,202507,1258,918,1682
430770,202507,4648,2402,7028
430780,202507,1174,725,2668
430781,202507,297,133,414
430783,202507,139,94,297
430786,202507,7,14,37
430790,202507,2239,1430,3342
430800,202507,526,169,421
430805,202507,220,60,210
430807,202507,219,185,487
430810,202507,135,232,698
430820,202507,365,421,1180
430825,202507,37,54,209
430830,202507,1272,482,1343
430840,202507,558,263,792
430843,202507,23,53,324
430845,202507,167,123,342
430850,202507,961,769,1791
430860,202507,281,342,1137
430865,202507,259,118,477
430870,202507,73,137,513
430880,202507,671,343,1078
430885,202507,47,38,171
430890,202507,323,371,925
430900,202507,1490,652,2146
430905,202507,312,298,661
430910,202507,1061,696,1203
430912,202507,210,133,380
430915,202507,159,181,407
430920,202507,16645,8128,16727
430925,202507,27,21,85
430930,202507,7642,3272,9806
430940,202507,658,433,974
430950,202507,296,180,497
430955,202507,54,74,452
430957,202507,144,80,72
430960,202507,443,376,1179
430965,202507,872,384,935
430970,202507,117,101,431
430975,202507,136,217,245
430980,202507,155,127,263
430990,202507,230,235,334
430995,202507,235,155,402
431000,202507,204,417,1589
431010,202507,1522,1125,3367
431020,202507,3353,2232,6644
431030,202507,48,121,240
431033,202507,1819,1366,3013
431036,202507,24,49,296
431040,202507,439,179,636
431041,202507,149,101,250
431043,202507,163,94,116
431046,202507,13,17,88
431050,202507,533,393,828
431053,202507,204,224,547
431055,202507,366,148,383
431057,202507,36,84,157
431060,202507,2769,1522,3537
431065,202507,210,102,338
431070,202507,102,116,344
431075,202507,69,58,206
431080,202507,177,302,534
431085,202507,185,187,674
431087,202507,239,98,263
431090,202507,57,73,376
431100,202507,2390,1080,2502
431110,202507,814,308,853
431112,202507,436,137,275
431113,202507,267,178,328
431115,202507,658,258,612
431120,202507,1218,736,1692
431123,202507,117,108,248
431125,202507,768,222,642
431127,202507,32,29,278
431130,202507,1672,908,1789
431140,202507,1910,1972,6609
431142,202507,336,145,392
431150,202507,649,268,532
431160,202507,247,223,625
431162,202507,267,140,440
431164,202507,14,28,180
431170,202507,122,203,264
431171,202507,677,162,443
431173,202507,226,134,243
431175,202507,486,317,945
431177,202507,556,238,581
431179,202507,39,45,316
431180,202507,1009,868,2230
431190,202507,94,123,607
431198,202507,258,131,145
431200,202507,44,44,289
431205,202507,74,93,566
431210,202507,330,200,324
431213,202507,150,98,313
431215,202507,141,142,446
431217,202507,93,49,112
431220,202507,261,150,547
431225,202507,943,297,876
431230,202507,392,188,624
431235,202507,6,23,188
431237,202507,166,120,220
431238,202507,9,12,19
431240,202507,2478,1800,3467
431242,202507,126,103,175
431244,202507,76,85,376
431245,202507,568,288,941
431247,202507,57,52,263
431250,202507,1169,520,1076
431260,202507,95,114,511
431261,202507,180,77,149
431262,202507,73,66,230
431265,202507,275,313,1622
431267,202507,75,58,151
431270,202507,1132,609,2351
431275,202507,59,30,125
431280,202507,46,65,222
431290,202507,68,120,316
431295,202507,13,20,116
431300,202507,32,54,361
431301,202507,14,57,336
431303,202507,225,202,637
431306,202507,698,614,1154
431308,202507,19,17,21
431310,202507,196,159,396
431320,202507,160,250,551
431330,202507,579,528,1792
431333,202507,45,48,110
431335,202507,17,17,23
431337,202507,2873,1088,3212
431339,202507,207,125,351
431340,202507,9320,5914,13748
431342,202507,170,81,211
431344,202507,103,89,288
431346,202507,27,48,187
431349,202507,380,185,746
431350,202507,3045,1285,2864
431360,202507,121,154,513
431365,202507,1558,505,1433
431370,202507,2720,1205,3271
431380,202507,532,254,571
431390,202507,940,621,1935
431395,202507,1037,393,1036
431400,202507,31,113,313
431402,202507,391,198,509
431403,202507,82,84,161
431405,202507,3150,2056,4381
431406,202507,200,202,365
431407,202507,239,162,353
431410,202507,10244,5389,13086
431413,202507,15,36,288
431415,202507,204,234,494
431417,202507,234,94,381
431420,202507,915,331,873
431430,202507,152,129,497
431440,202507,25130,11465,23583
431442,202507,19,54,154
431445,202507,49,81,380
431446,202507,162,82,127
431447,202507,220,182,581
431449,202507,363,203,536
431450,202507,1293,489,1240
431454,202507,45,27,40
431455,202507,148,116,388
431460,202507,1772,737,2102
431470,202507,493,400,836
431475,202507,9,30,220
431477,202507,237,108,418
431478,202507,15,40,260
431480,202507,1185,1223,2058
431490,202507,95212,36641,101642
431500,202507,182,133,463
431505,202507,109,56,158
431507,202507,42,64,270
431510,202507,685,452,1323
431513,202507,50,55,229
431514,202507,41,39,58
431515,202507,226,184,427
431517,202507,28,32,45
431520,202507,50,77,349
431530,202507,2137,1229,3814
431531,202507,46,42,181
431532,202507,235,118,425
431535,202507,49,97,276
431540,202507,1525,563,912
431545,202507,35,57,388
431550,202507,894,679,1551
431555,202507,292,122,549
431560,202507,10998,9235,23545
431570,202507,3208,1256,2816
431575,202507,168,124,256
431580,202507,340,228,1137
431590,202507,245,298,717
431595,202507,152,86,309
431600,202507,654,647,1344
431610,202507,506,416,1258
431620,202507,183,90,311
431630,202507,194,320,1143
431640,202507,4547,1280,3186
431642,202507,212,144,496
431643,202507,41,78,338
431645,202507,1529,372,1136
431647,202507,13,60,313
431650,202507,43,52,139
431660,202507,111,236,508
431670,202507,453,342,961
431673,202507,23,53,175
431675,202507,17,77,425
431680,202507,4972,3116,7377
431690,202507,14720,8319,18577
431695,202507,57,56,210
431697,202507,225,124,245
431700,202507,753,407,850
431710,202507,8892,3212,8830
431720,202507,1603,2408,6253
431725,202507,7,10,55
431730,202507,2219,1176,3233
431740,202507,1525,1661,3403
431750,202507,2819,3064,6213
431755,202507,18,49,387
431760,202507,2650,1225,3508
431770,202507,1153,507,1334
431775,202507,73,42,244
431780,202507,694,670,1623
431790,202507,189,271,587
431795,202507,58,85,166
431800,202507,2713,2662,5710
431805,202507,3,34,174
431810,202507,1517,680,1994
431820,202507,1236,668,1338
431830,202507,3111,2777,5051
431840,202507,1719,757,1963
431842,202507,42,118,482
431843,202507,101,85,193
431844,202507,19,41,194
431845,202507,159,129,357
431846,202507,185,68,146
431848,202507,30,47,130
431849,202507,11,41,428
431850,202507,1366,1852,3346
431860,202507,204,158,515
431861,202507,33,33,76
431862,202507,337,157,279
431870,202507,15869,7566,17681
431880,202507,1968,1271,2554
431890,202507,1613,1390,3566
431900,202507,407,283,782
431910,202507,115,160,734
431912,202507,331,172,299
431915,202507,698,223,557
431920,202507,901,201,643
431930,202507,192,230,578
431935,202507,17,20,102
431936,202507,135,54,254
431937,202507,52,58,174
431940,202507,952,723,1680
431950,202507,743,912,2197
431960,202507,970,1135,1602
431970,202507,67,91,438
431971,202507,25,30,86
431973,202507,464,103,295
431975,202507,14,24,186
431980,202507,753,283,637
431990,202507,4275,2089,4866
432000,202507,9233,4148,10342
432010,202507,957,811,2072
432020,202507,476,497,1195
432023,202507,133,107,529
432026,202507,662,271,355
432030,202507,81,132,376
432032,202507,123,84,215
432035,202507,443,206,392
432040,202507,242,216,795
432045,202507,21,70,141
432050,202507,204,180,351
432055,202507,402,154,421
432057,202507,71,50,122
432060,202507,52,74,514
432065,202507,118,65,129
432067,202507,459,291,447
432070,202507,667,498,831
432080,202507,1967,1465,3713
432085,202507,215,129,193
432090,202507,636,705,2288
432100,202507,92,293,623
432110,202507,981,729,1255
432120,202507,1886,1357,2481
432130,202507,1443,761,1648
432132,202507,93,65,270
432135,202507,392,236,653
432140,202507,1309,501,974
432143,202507,793,503,1044
432145,202507,474,612,1783
432146,202507,39,60,89
432147,202507,121,170,476
432149,202507,140,81,427
432150,202507,2556,1322,2848
432160,202507,4079,2258,4339
432162,202507,11,21,284
432163,202507,8,15,269
432166,202507,252,268,407
432170,202507,501,557,1242
432180,202507,833,685,2141
432183,202507,265,116,256
432185,202507,293,200,739
432190,202507,1170,559,1806
432195,202507,282,275,807
432200,202507,1929,998,2936
432210,202507,164,122,305
432215,202507,302,247,365
432218,202507,69,49,247
432220,202507,2156,783,2283
432225,202507,66,55,97
432230,202507,157,179,469
432232,202507,167,134,331
432234,202507,66,64,212
432235,202507,19,9,37
432237,202507,193,74,87
432240,202507,8930,4397,9801
432250,202507,3923,2319,5228
432252,202507,185,133,328
432253,202507,433,384,610
432254,202507,54,86,704
432255,202507,30,31,154
432260,202507,2520,1839,4655
432270,202507,1179,895,1545
432280,202507,149,324,1033
432285,202507,15,16,161
432290,202507,140,89,271
432300,202507,19176,8685,18831
432310,202507,628,210,545
432320,202507,40,50,182
432330,202507,22,43,199
432335,202507,15,49,178
432340,202507,81,81,336
432345,202507,719,137,367
432350,202507,80,77,277
432360,202507,17,19,244
432370,202507,95,99,325
432375,202507,179,153,343
432377,202507,12,33,175
432380,202507,640,668,1381
500020,202507,1603,737,2231
500025,202507,489,212,715
500060,202507,5510,2246,4085
500070,202507,2135,1581,3112
500080,202507,531,384,956
500085,202507,824,517,1303
500090,202507,677,828,1149
500100,202507,1757,1338,2465
500110,202507,5448,2882,6818
500124,202507,1526,612,973
500150,202507,832,343,829
500190,202507,1361,1616,2982
500200,202507,932,497,1682
500210,202507,2970,1082,2668
500215,202507,658,385,860
500220,202507,1790,1107,1928
500230,202507,999,654,1260
500240,202507,1385,1599,2045
